P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23
-0.3722052,-0.4932698,1.7999748,0.6849614,0.6011211,1.2130318,0.31567788,1.4165158,1.6918783,1.859409,6.4134595e-09,1.0874868e-10,0.13101006,1.9381098,0.99432445,-0.7201754,3.9002597e-09,-1.0343702,1.4969376,1.2128325,-4.0,-2.9999998,-6.358799,0.0,-0.36526436,-0.28156933,0.34715748,0.13606814,0.11786171,1.2956184,-0.36753806,0.31053662,0.31430796,0.32948264,7.109791e-09,8.76081e-09,0.19922529,-1.3611151,0.029389836,-0.61127216,1.2086332e-08,-0.0019916184,0.29939812,0.25339437,-0.12976356,0.38096765,-0.6763208,0.0,1.0492818,1.0496054,0.97008896,0.99156624,1.0239801,1.0088786,0.96819586,0.95,0.9743591,1.0187496,1.0233475,1.0138394,1.02,1.05,1.0367742,1.0441713,1.0472053,1.0499998,1.0405164,1.0447071,1.05,1.0499997,1.05,1.00559,-11.146367,-11.251152,-7.2672405,-12.593311,-12.878904,-14.808431,-21.217913,-19.654987,-9.656121,-11.775201,-2.9385302,-2.489687,0.0,1.6982808,11.361104,10.268033,14.919486,16.463688,8.961846,9.368387,17.169538,22.802263,10.263601,4.765147
-0.29643202,-0.25025672,1.5071459,0.6288349,0.5886545,1.2076336,0.21124448,1.481852,1.6095972,1.7349946,1.33075115e-08,1.0471851e-08,0.43935075,1.7754973,1.0544144,-0.5502174,1.839757e-09,-1.0636663,1.6557839,1.2571745,-4.0,-2.9999998,-6.587634,0.0,-0.34188208,-0.26078555,0.36035365,0.14343709,0.11782536,1.2746416,-0.39809418,0.33623248,0.31865162,0.35109907,0.0,0.0,0.17953552,-1.2864891,0.065139234,-0.63348335,0.0,-0.013909783,0.2996254,0.21032816,-0.09349339,0.38798213,-0.59395045,1.3283491e-09,1.0494996,1.0499827,0.9693043,0.98992246,1.0238771,1.0119882,0.9719372,0.950061,0.9739759,1.0188365,1.0234095,1.0134215,1.02,1.05,1.0372314,1.0453198,1.0478832,1.0499998,1.0415623,1.0454879,1.05,1.0499995,1.05,1.0062426,-11.053761,-11.345633,-6.049491,-12.140045,-12.538846,-14.471634,-20.185923,-18.972168,-9.017528,-11.32363,-2.588962,-2.1934245,6.1269403e-09,2.1263776,11.581039,10.456027,15.179354,16.74868,9.070548,9.602762,17.426392,23.073849,10.58768,5.3150644
-0.42626834,-0.48383135,1.4591403,0.7070281,0.6113215,1.0880033,0.48676136,1.3956687,1.5930027,1.7220268,1.4365316e-09,3.9880277e-09,0.34242046,1.8859717,1.4178542,-0.66965,1.86342e-09,-0.69464993,1.501907,1.0867301,-3.9999998,-2.9999986,-6.59464,0.0,-0.3581973,-0.27673328,0.3318572,0.13606323,0.11593626,1.2776562,-0.35888457,0.30517012,0.30406266,0.34941554,2.2735893e-09,3.7965178e-09,0.25320935,-1.3521653,0.008495942,-0.6000009,9.893298e-09,-0.013493061,0.35245633,0.24839939,-0.10748088,0.3797047,-0.689905,2.1216868e-09,1.0496458,1.049536,0.9727964,0.99214256,1.0243196,1.0120562,0.96680075,0.95,0.97577935,1.0193157,1.0237219,1.0143342,1.02,1.05,1.0372354,1.0438727,1.047106,1.05,1.0392047,1.0442756,1.05,1.0499998,1.05,1.0075152,-10.069534,-10.288908,-6.086973,-11.812691,-11.942503,-13.581518,-21.831985,-19.61006,-9.02607,-11.036944,-2.8186765,-2.195896,6.4885614e-10,1.4498422,10.398425,9.534726,13.910247,15.29155,8.650435,9.440803,16.081339,21.747505,10.453549,4.4619484
-0.37380546,-0.5114473,1.739089,0.69911236,0.6886161,1.3234619,0.27498972,1.5057732,1.420756,1.7565913,1.7263592e-09,1.0274053e-09,0.3333297,1.7742151,1.0841748,-0.5758848,3.510356e-09,-1.3359944,1.5658245,1.2582936,-3.9999998,-2.9999995,-6.236192,0.0,-0.35279244,-0.26964378,0.3374655,0.14114338,0.118839115,1.2702,-0.38234827,0.3421084,0.28800407,0.39480856,0.0,0.0,0.17144848,-1.2974715,0.017519347,-0.6105107,1.0197073e-08,-0.018789133,0.34977347,0.21618406,-0.06912041,0.38451764,-0.6486143,5.891502e-09,1.0499176,1.0498286,0.9727248,0.99172986,1.0230438,1.0106775,0.97207934,0.9500209,0.9761212,1.0168357,1.0232764,1.0137322,1.02,1.05,1.0378536,1.0447544,1.0475553,1.05,1.0400375,1.0449266,1.05,1.05,1.05,1.008339,-10.85936,-11.031343,-6.5132265,-12.068987,-12.762886,-14.737275,-20.685543,-19.31738,-8.887742,-11.530933,-2.596517,-2.308018,2.6765763e-09,2.2121186,11.785871,10.598578,15.552696,17.22651,9.069926,9.371318,17.806252,23.435814,10.221982,5.2740293
-0.5912276,-0.66810906,1.787744,0.6894222,0.6669268,1.3310533,0.20694752,1.5910567,1.7115006,1.8120427,7.0908666e-09,8.649707e-09,0.09328167,1.8625249,0.9610273,-0.5557331,3.852457e-09,-0.9043175,1.7383685,1.2799908,-4.0,-2.9999995,-6.5989785,3.8220582e-09,-0.32521582,-0.19885528,0.34996185,0.14374827,0.13790098,1.2525958,-0.39079756,0.30486614,0.3427881,0.32001352,1.1893481e-08,0.0,0.106036365,-1.3765544,0.0068764426,-0.60649335,0.0,-0.02630117,0.3121284,0.22328006,-0.10842629,0.38390413,-0.66209173,1.003027e-09,1.0352279,1.0352978,0.96388954,0.9805399,1.0123341,1.0079322,0.9699227,0.9500003,0.96917707,1.0155798,1.0214713,1.0110512,1.02,1.0499996,1.036907,1.0444857,1.0474832,1.0499997,1.0406653,1.0450593,1.05,1.0499997,1.0499998,1.0027956,-10.040424,-10.207314,-7.0588446,-12.048595,-12.314346,-14.664816,-21.008633,-19.798832,-9.545293,-11.618518,-2.9944227,-2.4758654,5.972296e-09,1.4267571,10.855838,9.682804,14.298824,15.808589,8.372855,9.0336275,16.554409,22.130919,10.10617,4.4484425
0.040405393,0.027652144,1.5084258,0.655909,0.6779689,1.1215098,0.4065373,1.4462749,1.5618657,1.6106223,1.6853511e-09,3.0237438e-10,0.34107992,1.5655452,0.93657804,-0.66709816,0.0,-0.9703593,1.5301676,1.1042923,-4.0,-3.0,-6.5242796,0.0,-0.34812918,-0.26158872,0.31178614,0.12170683,0.11847548,1.2821758,-0.3752219,0.28949946,0.3511767,0.36240333,5.6313874e-09,3.5972296e-09,0.038050935,-1.3710533,-0.030630518,-0.62462044,4.665464e-09,-0.015229043,0.30682757,0.21241862,-0.022830978,0.38716567,-0.6582702,6.22949e-09,1.0435319,1.0436376,0.9718597,0.9886708,1.018052,1.0039876,0.9674314,0.95,0.9716077,1.0140693,1.0214807,1.0110075,1.02,1.0499984,1.0387207,1.0454988,1.0478437,1.0499989,1.0415026,1.0454946,1.0499995,1.0499989,1.0499996,1.0074636,-14.117626,-14.357844,-6.9410048,-13.977581,-14.759485,-15.550409,-22.348028,-20.426178,-9.731372,-12.15329,-2.7160678,-2.5001566,1.3111144e-08,2.5303917,11.98338,10.9145775,15.543177,17.06114,9.575589,10.005046,17.760118,23.425543,10.851925,5.2183843
-0.3904047,-0.3324381,1.5293269,0.7203433,0.5948344,1.2951603,0.37410417,1.4639372,1.7280238,1.6037266,1.2195111e-08,5.5293143e-09,0.09484485,1.7753391,1.4617543,-0.6086566,0.0,-1.2977574,1.7227979,1.2782122,-4.0,-3.0,-6.6,0.0,-0.3194118,-0.16126591,0.29600096,0.12210179,0.13701549,1.2445717,-0.39692292,0.30511564,0.30432618,0.3580257,9.035498e-09,0.0,0.037210643,-1.3977739,0.004353989,-0.63895583,5.4171383e-09,-0.008982297,0.31079072,0.23732063,-0.0743245,0.38557678,-0.69198394,0.0,1.0270133,1.0273484,0.96885115,0.98041,1.0058165,1.0004494,0.97105074,0.9500092,0.97091573,1.0104896,1.0206319,1.0101941,1.02,1.0499986,1.0377182,1.045092,1.047658,1.0499995,1.0409597,1.0450338,1.0499997,1.0499991,1.0499995,1.0057595,-11.585711,-11.754748,-6.8435473,-12.963746,-12.917663,-15.025348,-21.905945,-20.101799,-9.75123,-11.678652,-2.9769533,-2.5136297,0.0,1.5788,10.7438755,9.748281,14.599716,16.213535,8.477036,9.113474,16.747389,22.43034,10.16137,4.464316
-0.23710173,-0.45950592,1.6094303,0.69819385,0.56800663,1.2384479,0.3885784,1.422791,1.5989035,1.8348215,8.597791e-09,5.163878e-09,0.41768792,1.6578642,0.9522533,-0.62174946,0.0,-0.99677646,1.6477691,1.2799908,-4.0,-2.9999995,-6.5954967,0.0,-0.37082535,-0.26453903,0.36102062,0.12096591,0.13698772,1.2937075,-0.3688109,0.34132847,0.33274633,0.3511895,2.9258131e-09,0.0,0.15202439,-1.2965398,0.016888492,-0.6142265,8.304119e-10,-0.021872856,0.32289508,0.21266392,-0.0694627,0.38644812,-0.6260667,2.590686e-09,1.049763,1.05,0.96926874,0.9934196,1.0207782,1.0066845,0.97235125,0.9500175,0.9738578,1.0165669,1.0228437,1.0131488,1.02,1.05,1.0377132,1.0450767,1.0477394,1.05,1.0408342,1.045244,1.05,1.0499998,1.05,1.006184,-11.19684,-11.405231,-6.357705,-12.402613,-12.673314,-14.723017,-21.557396,-19.732925,-9.213448,-11.595021,-2.5941145,-2.3092473,4.476547e-09,2.3549948,11.807701,10.662894,15.343878,16.885834,9.223649,9.710748,17.584835,23.243116,10.648739,5.3610406
-0.5176769,-0.6222284,1.7245727,0.7284829,0.6313323,1.3268868,0.43657985,1.3680729,1.6406381,1.9156609,4.7670903e-09,8.179009e-09,0.39922854,1.6876016,1.1998756,-0.57633054,2.707839e-10,-1.1029892,1.6252528,1.1255481,-4.0,-3.0,-6.5982304,0.0,-0.39628616,-0.3576948,0.30693018,0.13723011,0.11708961,1.2561319,-0.3922675,0.3161835,0.3189896,0.32919556,0.0,1.7895997e-09,0.118135154,-1.4405735,-0.03928463,-0.6356668,1.0688722e-08,-0.0064573437,0.29999995,0.23666699,-0.07389934,0.38344944,-0.687026,8.389473e-09,1.041668,1.0427221,0.96984226,0.9856691,1.0196251,1.0118068,0.97021186,0.95003235,0.97221625,1.0179827,1.0217284,1.0112703,1.02,1.05,1.0377976,1.0447725,1.0474536,1.0499997,1.0410073,1.0450728,1.05,1.0499996,1.0499998,1.0046554,-10.260134,-10.450654,-6.6058292,-12.10018,-12.313507,-14.735533,-21.70022,-19.631508,-9.257834,-11.646983,-2.6820097,-2.3053277,0.0,2.1508965,11.409707,10.41571,15.106699,16.673418,9.170967,9.762867,17.319696,23.003304,10.729519,4.9817123
-0.4209866,-0.5961759,1.6873628,0.6998066,0.68111736,1.2996999,0.06202038,1.6678317,1.5527623,1.8581855,0.0,7.326096e-09,0.17934951,1.6143646,1.2554758,-0.6220611,0.0,-0.7566636,1.5382882,1.0314926,-4.0,-2.9999998,-6.2996793,0.0,-0.36312038,-0.28752825,0.33507347,0.13976988,0.13606341,1.2657278,-0.35996237,0.2843487,0.35154977,0.330106,8.418113e-09,0.0,0.17408545,-1.3415176,-0.028121458,-0.60954356,0.0,-0.030637622,0.32810092,0.2121319,-0.025399357,0.3868747,-0.62459135,1.4338494e-09,1.047687,1.047721,0.9707137,0.98853874,1.020976,1.0129418,0.9652731,0.95,0.97216785,1.0190198,1.0227807,1.0124265,1.02,1.05,1.0385388,1.0452186,1.0478064,1.05,1.040808,1.0452228,1.05,1.05,1.05,1.007163,-10.712557,-10.881256,-6.900306,-12.176143,-12.690694,-14.7717,-19.862127,-19.280418,-9.236243,-11.672774,-2.8158479,-2.426133,0.0,1.804815,10.561362,9.690667,14.113243,15.534937,8.572613,9.197205,16.310974,21.941082,10.112818,4.313501
-0.3464939,-0.44344753,1.6564122,0.6823342,0.60292745,1.277396,0.15316868,1.5990733,1.5533838,1.9464955,5.502641e-09,7.157624e-10,0.1426984,1.7559361,1.0956064,-0.6988334,0.0,-1.2082239,1.5240843,1.2205583,-4.0,-2.9999998,-6.104463,0.0,-0.3772958,-0.2768172,0.33227736,0.123683274,0.12913138,1.2730445,-0.3698999,0.3028187,0.3224749,0.37486726,4.4915973e-09,0.0,0.1747412,-1.3298635,-0.041931316,-0.6245602,3.5686791e-09,-0.015008118,0.32414064,0.2545746,-0.02130279,0.38583174,-0.6777557,0.0,1.0495322,1.0499691,0.97271013,0.9932566,1.0218265,1.0107596,0.9677126,0.95001805,0.97452664,1.0170693,1.022732,1.0131667,1.02,1.05,1.0387928,1.0452534,1.0477109,1.05,1.0405855,1.0447019,1.05,1.0499998,1.05,1.0078884,-11.233112,-11.470684,-6.5944834,-12.425856,-13.003603,-15.063524,-20.438593,-19.512354,-9.244421,-11.915919,-2.7639947,-2.4972222,1.8462538e-09,2.0737758,11.581648,10.446585,15.276166,16.872429,8.937118,9.171324,17.526138,23.134962,10.003719,5.0999165
-0.4306522,-0.51565176,1.5359718,0.73997456,0.6259368,1.3168066,0.20971589,1.5955073,1.683381,1.681171,6.605804e-09,6.1752794e-09,0.54768187,1.7621863,0.93814456,-0.7224034,0.0,-0.8049208,1.5776874,1.0883071,-4.0,-3.0,-6.434171,0.0,-0.3313102,-0.23624033,0.32393622,0.12000282,0.13326165,1.2747353,-0.36685368,0.3097216,0.32358983,0.33998325,1.7807364e-08,5.12287e-09,0.23740105,-1.3055792,0.06969274,-0.6039154,0.0,-0.015038293,0.3629008,0.2569502,-0.13439007,0.38062462,-0.692523,5.7975353e-09,1.0485057,1.04879,0.97385293,0.99417305,1.021583,1.0121497,0.9678487,0.9500287,0.97530466,1.0190765,1.0237964,1.0142846,1.02,1.0499995,1.0367079,1.0438212,1.0471619,1.0499989,1.0388854,1.0440267,1.0499996,1.0499984,1.0499997,1.0085087,-10.224671,-10.470316,-5.7851405,-11.971512,-12.001987,-14.292811,-20.409363,-19.259512,-8.98932,-11.076325,-2.4842682,-2.1388695,2.073437e-09,2.3481889,11.866199,10.751144,15.2724285,16.736492,9.409287,9.893996,17.523705,23.149178,10.758718,5.535013
-0.36190605,-0.5695555,1.7368717,0.6303074,0.5961632,1.2914678,0.1532455,1.6165969,1.4025257,1.8447412,4.2884647e-09,7.3834063e-09,0.38657913,1.8712223,1.2838517,-0.7398504,0.0,-1.0558506,1.594283,1.1441596,-3.9999998,-2.9999993,-6.429342,2.1018982e-09,-0.37003782,-0.26823318,0.334694,0.13859533,0.13267642,1.2852386,-0.37312746,0.3083463,0.3388508,0.3235695,0.0,0.0,0.20058598,-1.287653,-0.030407844,-0.6148948,4.2013526e-09,-0.020761134,0.30551913,0.25779536,-0.011399314,0.38786533,-0.6490982,7.538974e-09,1.0493406,1.05,0.97217846,0.9906127,1.0225606,1.0108814,0.96815425,0.95,0.9735964,1.0192935,1.0232558,1.0136566,1.02,1.05,1.0389626,1.0455557,1.0479114,1.0499998,1.0411477,1.0448701,1.05,1.0499997,1.05,1.0081438,-10.378054,-10.4725275,-6.5509787,-11.485675,-12.207474,-14.428918,-19.995592,-19.053669,-8.708454,-11.347601,-2.6614506,-2.201388,0.0,1.8583963,11.169239,10.20157,14.877003,16.396843,8.941278,9.485619,17.020702,22.706867,10.426067,4.829524
-0.12109476,-0.2332117,1.5845419,0.5920139,0.6240334,1.2226923,0.4096351,1.4776703,1.4287493,1.6015161,3.6461651e-09,0.0,0.050806653,1.7940395,1.4015553,-0.69608635,0.0,-0.96258926,1.6908045,1.1400589,-4.0,-3.0,-6.5977206,0.0,-0.37137392,-0.2440574,0.32391042,0.12615019,0.13069735,1.2650814,-0.3825066,0.3454222,0.30694717,0.38107815,1.5802085e-09,4.1505693e-10,0.21771418,-1.3253448,-0.025295785,-0.6016372,5.240053e-09,-0.018922793,0.35262233,0.21570496,-0.04000452,0.3835818,-0.64645517,7.982552e-10,1.0496042,1.0499165,0.9745636,0.99392194,1.021987,1.0125725,0.9723844,0.95,0.97606915,1.0178516,1.023525,1.0140587,1.02,1.05,1.0385263,1.0447125,1.0474731,1.05,1.0399377,1.0449141,1.05,1.05,1.05,1.0092186,-12.6532345,-12.875668,-7.3062267,-12.901676,-13.799018,-15.28701,-22.329155,-20.388826,-9.512632,-11.946111,-3.0761735,-2.545703,7.787943e-10,1.3766382,10.337277,9.469509,14.032437,15.523912,8.3346195,9.101943,16.18065,21.849846,10.166334,4.02586
-0.43981045,-0.4347669,1.4810321,0.60526204,0.6967442,1.2952304,0.39375648,1.4428207,1.6532232,1.5933744,3.143102e-09,4.2729678e-09,0.082617044,1.8050246,1.4359254,-0.6242875,3.2674075e-09,-0.9834501,1.5538423,1.2573262,-4.0,-3.0,-6.4001946,0.0,-0.33012235,-0.20966925,0.3602891,0.13758576,0.13533378,1.2565581,-0.35152835,0.2831866,0.29268354,0.3324571,3.4513175e-09,3.5943986e-09,0.20775871,-1.3067753,-0.0356934,-0.6038192,2.9129983e-09,-0.030305915,0.35394964,0.24522293,-0.05385767,0.38336068,-0.6726364,1.5147626e-09,1.0456808,1.0459808,0.96874267,0.98999435,1.020793,1.014868,0.9639614,0.950012,0.97532755,1.0201358,1.0241095,1.0147067,1.02,1.05,1.0380608,1.0445172,1.0474586,1.05,1.0395759,1.0444297,1.05,1.05,1.05,1.0061173,-10.807795,-10.933522,-6.436013,-11.970411,-12.621736,-14.567289,-21.570803,-19.70754,-9.286451,-11.428226,-2.9331477,-2.4311442,0.0,1.4179249,10.33956,9.401037,14.033297,15.499734,8.271385,8.841774,16.194132,21.872904,9.854211,4.319998
-0.2600078,-0.3717804,1.7323747,0.61423546,0.69133115,1.2349641,0.31351954,1.554967,1.6401858,1.5603971,8.4801615e-09,0.0,0.18653193,1.8193897,1.2308292,-0.6600302,0.0,-1.0853488,1.527679,1.2612491,-4.0,-2.9999998,-6.6,7.9894064e-10,-0.37755197,-0.2642686,0.35008526,0.13738228,0.1287371,1.2647502,-0.37093854,0.32473445,0.33342606,0.3561658,2.5725961e-09,6.2943397e-09,0.25779873,-1.2773538,-0.01903164,-0.61938167,5.37771e-09,-0.011590011,0.31291777,0.25040236,-0.04700081,0.38634524,-0.6450992,9.15885e-10,1.0496597,1.05,0.97032624,0.9909838,1.0230479,1.0142215,0.9699056,0.95,0.97367835,1.0190375,1.0230169,1.0138414,1.02,1.05,1.0382481,1.0452694,1.0477448,1.0499998,1.0408306,1.044862,1.05,1.0499997,1.05,1.006713,-11.955462,-12.119396,-7.3492923,-12.76674,-13.411544,-14.963108,-21.85724,-20.260887,-9.673267,-11.689922,-2.9419363,-2.462027,2.988398e-09,1.7023592,11.044595,10.051861,14.749048,16.29535,8.878409,9.422272,16.910254,22.594305,10.434172,4.469367
-0.38671023,-0.45891947,1.4696033,0.66166437,0.63641477,1.1820047,0.0445412,1.7052093,1.709839,1.878073,0.0,7.0530177e-09,0.117593035,1.8586072,1.2022052,-0.5805918,1.3202429e-09,-1.0984577,1.7231755,1.0377655,-3.9999995,-2.9999988,-6.3116636,0.0,-0.38597918,-0.31313577,0.30210325,0.12619366,0.1151573,1.2772571,-0.3571348,0.29115403,0.2896899,0.3467475,3.6145151e-09,4.240006e-09,0.20032294,-1.2918719,-0.033599216,-0.62828445,4.4983625e-10,-0.01816356,0.366218,0.24673896,-0.012082249,0.3858368,-0.6836926,0.0,1.0492041,1.049441,0.9765342,0.9938339,1.0240492,1.0125209,0.96496934,0.95,0.9771429,1.0193815,1.023424,1.0139804,1.02,1.05,1.0389986,1.0452173,1.0477072,1.0499998,1.0396743,1.0444648,1.05,1.0499998,1.05,1.009917,-10.841972,-11.051887,-6.2242517,-12.225204,-12.69824,-14.537736,-20.002476,-19.443527,-9.379375,-11.641292,-2.9217513,-2.4432588,0.0,1.5732143,10.933848,9.858493,14.602644,16.120235,8.510798,9.147596,16.822693,22.463394,10.064749,4.758824
-0.4248876,-0.59965235,1.5965014,0.66849095,0.692518,1.1335425,0.2560876,1.6024897,1.5039365,1.6561928,4.1709542e-09,1.3005734e-10,0.5799867,1.6109817,1.3868494,-0.6024827,0.0,-0.84047824,1.7748039,1.0279387,-3.9999998,-2.9999995,-6.6,0.0,-0.37898582,-0.26124078,0.3261129,0.12127232,0.13734473,1.2874216,-0.38126948,0.34260106,0.29773197,0.36346215,1.03980304e-10,0.0,0.1797399,-1.3163872,0.053529136,-0.6281795,0.0,-0.0008239113,0.34972146,0.21663965,-0.11759151,0.38259593,-0.662665,0.0,1.0496709,1.049946,0.9739442,0.9946277,1.0208467,1.0080695,0.9720789,0.95,0.9762158,1.01674,1.0232693,1.0139039,1.02,1.05,1.0370537,1.0444386,1.0473474,1.0499998,1.0398505,1.044862,1.05,1.0499994,1.05,1.0080523,-9.587736,-9.7151165,-6.0553617,-11.184338,-11.6761055,-13.306991,-20.42999,-19.091684,-8.577643,-10.658814,-2.44544,-2.0013597,3.079772e-10,2.1023355,10.784246,9.924356,14.392376,15.822184,8.749822,9.560265,16.561506,22.232155,10.579349,4.7537026
-0.3217343,-0.5472257,1.5953977,0.6565209,0.65695107,1.1003994,0.09436244,1.646838,1.6893015,1.9316214,4.145056e-09,0.0,0.2743951,1.741967,0.93798363,-0.72131914,0.0,-0.78212017,1.6199353,1.2547488,-4.0,-2.9999998,-6.41288,0.0,-0.25935742,-0.17265907,0.33032468,0.13783795,0.12035623,1.2715114,-0.3739516,0.2954701,0.3047249,0.32530892,4.8249365e-09,0.0,0.14933646,-1.3365742,0.0027356632,-0.6226214,0.0,-0.022714578,0.35310185,0.22865053,-0.065525025,0.38430876,-0.6679222,1.0568499e-09,1.0362933,1.0363818,0.96914995,0.98387,1.0150595,1.0048461,0.9674864,0.95001876,0.97288394,1.0157667,1.0229391,1.0130243,1.02,1.05,1.0378007,1.0447166,1.047548,1.05,1.0398391,1.0447087,1.05,1.05,1.05,1.0067426,-10.690773,-10.787201,-6.346674,-11.988462,-12.539452,-14.0860195,-19.934498,-19.23049,-9.204435,-11.471441,-2.7100496,-2.3555667,0.0,1.9949718,11.342567,10.246253,14.765712,16.213945,8.843082,9.296745,16.991632,22.625206,10.252807,5.025655
-0.22630465,-0.37006658,1.5316175,0.70788246,0.6919048,1.3096839,0.30038422,1.520218,1.4577456,1.8020462,0.0,6.9332717e-09,0.26722312,1.7276621,0.93807673,-0.55982053,3.1581222e-09,-1.0552721,1.6915324,1.2435164,-4.0,-3.0,-6.6,7.352173e-09,-0.39301464,-0.30343747,0.3357952,0.14573956,0.13139452,1.2751355,-0.39078912,0.32202202,0.32005107,0.3519822,0.0,0.0,0.18518539,-1.3700677,0.016723454,-0.612973,1.6322732e-09,-0.0071351714,0.31262302,0.25292596,-0.11432221,0.38163912,-0.68801653,0.0,1.0497471,1.05,0.9709128,0.98976606,1.0222676,1.0113558,0.970363,0.9500028,0.9735195,1.0178394,1.0227182,1.0128717,1.02,1.05,1.0370429,1.0443134,1.0472815,1.05,1.0402913,1.044621,1.05,1.0499998,1.05,1.0060226,-12.099723,-12.290224,-6.4204764,-12.922814,-13.699952,-15.545085,-21.55834,-20.069893,-9.27154,-12.106731,-2.790856,-2.441888,9.248436e-09,2.0757854,11.619431,10.439671,15.185761,16.751768,9.016385,9.547156,17.429659,23.054205,10.541307,5.1781693
-0.37420803,-0.5354709,1.5265856,0.69605076,0.69618964,1.2589273,0.29685456,1.5181414,1.4704044,1.813579,0.0,7.079244e-10,0.33636156,1.6545299,1.5169954,-0.6499264,2.7837455e-09,-1.1929617,1.6189183,1.2005801,-3.9999998,-2.9999995,-6.4483137,3.1218528e-09,-0.36341572,-0.25955182,0.33740884,0.13599531,0.1393618,1.2838726,-0.35416356,0.31237376,0.29436982,0.38048968,0.0,0.0,0.17249064,-1.3437003,0.037037462,-0.623639,3.8155914e-09,-0.008275751,0.30139485,0.24536887,-0.07888514,0.38527036,-0.6444763,3.8990378e-10,1.0497274,1.0499313,0.97282267,0.9924225,1.0201595,1.0072778,0.9683645,0.95,0.9757013,1.0156671,1.0233239,1.0133073,1.02,1.05,1.0376681,1.044995,1.047621,1.05,1.0409806,1.0449319,1.05,1.05,1.05,1.0082988,-10.6108,-10.686445,-6.1833677,-11.892301,-12.64145,-14.539514,-20.996525,-19.48007,-8.894706,-11.510105,-2.6468265,-2.275567,7.3871314e-09,2.0607464,10.994019,10.074139,14.81341,16.37855,8.7850065,9.328817,16.974934,22.657545,10.303671,4.8498855
-0.30081606,-0.24669874,1.6225867,0.6948602,0.6996418,1.3206838,0.30450028,1.5439302,1.4350737,1.6712178,7.753759e-09,0.0,0.051832993,1.6518238,1.2287779,-0.7164012,0.0,-0.67000395,1.4683794,1.2210195,-4.0,-2.9999998,-6.5850296,0.0,-0.33671883,-0.27069503,0.33700725,0.13770728,0.13420251,1.2832516,-0.36316907,0.3167321,0.30036741,0.39375633,2.1573603e-09,0.0,0.20628409,-1.3290824,0.061728247,-0.60431135,0.0,-0.018076189,0.35420716,0.24130082,-0.114975385,0.38218194,-0.67344475,0.0,1.0499134,1.0498556,0.9727432,0.99194247,1.0202857,1.0065988,0.9692765,0.9500094,0.9753576,1.0149632,1.0231001,1.0131922,1.02,1.0499997,1.0369546,1.0441474,1.0473186,1.0499997,1.0393741,1.0443863,1.05,1.0499996,1.05,1.0083776,-12.654528,-12.904947,-7.3721733,-13.270199,-14.071719,-15.727785,-21.906443,-20.332554,-9.604511,-12.191533,-3.0400758,-2.5990055,0.0,1.6139871,10.436912,9.593816,13.921878,15.287661,8.5794,9.213878,16.084333,21.710756,10.248872,4.062423
-0.3852554,-0.45889705,1.5025239,0.633371,0.7020822,1.1835287,0.30068535,1.5564945,1.6686003,1.6925467,0.0,0.0,0.47329298,1.7506989,1.4163342,-0.6206098,2.144605e-09,-1.1199671,1.62318,1.0348779,-4.0,-3.0,-6.568508,0.0,-0.3031937,-0.16263643,0.34661883,0.12252876,0.13502705,1.2588503,-0.388315,0.2897893,0.2959729,0.38710767,9.6275805e-09,3.841281e-09,0.031359687,-1.436479,0.036718607,-0.616893,2.786219e-09,-0.016575284,0.32408863,0.23794954,-0.16402106,0.38068852,-0.7217644,0.0,1.0288862,1.0284756,0.96283734,0.98129225,1.0059109,0.9965057,0.9697228,0.95,0.97022265,1.0081583,1.0202329,1.0095944,1.02,1.0499997,1.0359057,1.0438596,1.0471711,1.0499998,1.0399266,1.0446546,1.0499998,1.0499997,1.0499998,1.0019804,-10.576237,-10.711795,-6.053829,-11.822541,-12.496135,-14.084949,-21.164814,-19.668139,-9.077843,-11.230734,-2.629387,-2.177302,0.0,2.0549176,11.224376,10.29563,14.998405,16.508736,9.149736,9.813612,17.158215,22.844687,10.750008,5.033887
